Campaign_ID,Platform,Objective,CTR_est,CPC_est,Historical_CPC,Historical_ConvRate,Historical_Budget,Best_Source_Score,Leads_Forward,Leads_Rejected,Qualification_Rate,Active_Leads,Suggested_Budget
917,TikTok,Conversions,0.049,2.15,2.17,0.055,197,0.79,3,9,0.46,49,90
918,Google,Traffic,0.01,2.27,2.04,0.032,328,0.72,12,3,0.94,25,165
919,Facebook,Traffic,0.039,2.42,2.48,0.091,151,0.94,0,9,0.69,19,78
920,Facebook,Traffic,0.015,2.11,2.88,0.115,446,0.78,7,6,0.26,11,173
921,Google,Traffic,0.044,2.84,1.84,0.069,190,0.61,15,2,0.23,18,115
922,Facebook,Conversions,0.046,1.7,1.85,0.054,421,0.52,14,2,0.81,17,191
923,Google,Traffic,0.031,2.06,0.87,0.055,461,0.58,17,3,0.61,30,207
924,Facebook,Awareness,0.022,1.91,1.17,0.04,324,0.51,9,9,0.21,37,130
925,Facebook,Awareness,0.041,2.38,2.41,0.033,255,0.66,0,8,0.44,7,97
926,Facebook,Conversions,0.034,1.83,0.7,0.074,435,0.69,6,4,0.39,45,170
927,Facebook,Conversions,0.015,1.25,0.82,0.093,51,0.59,18,6,0.46,8,81
928,TikTok,Awareness,0.024,2.12,1.69,0.046,113,0.79,5,4,0.38,42,73
929,Google,Traffic,0.042,0.74,1.34,0.093,400,0.7,11,6,0.33,43,169
930,TikTok,Awareness,0.032,1.47,2.02,0.069,321,0.68,4,2,0.27,17,130
931,TikTok,Awareness,0.027,2.18,2.41,0.048,76,0.88,0,6,0.49,39,53
932,Facebook,Conversions,0.044,1.8,2.3,0.058,182,0.86,13,7,0.53,24,116
933,TikTok,Awareness,0.015,1.07,1.61,0.109,318,0.52,8,1,0.23,16,134
934,Facebook,Conversions,0.042,1.34,2.77,0.022,323,0.66,15,7,0.39,27,155
935,Google,Traffic,0.032,1.68,1.88,0.072,142,0.59,2,4,0.81,43,77
936,TikTok,Awareness,0.028,2.87,1.19,0.051,484,0.51,7,9,0.37,35,176
937,Facebook,Conversions,0.038,2.75,1.29,0.072,357,0.94,4,9,0.6,39,148
938,TikTok,Traffic,0.02,0.86,2.33,0.1,389,0.94,3,1,0.92,36,169
939,TikTok,Conversions,0.024,2.1,2.32,0.024,219,0.56,2,9,0.54,29,89
940,TikTok,Conversions,0.041,1.99,2.74,0.085,386,0.94,12,9,0.53,35,175
941,Facebook,Awareness,0.032,2.16,1.29,0.099,439,0.75,18,3,0.43,38,204
942,Facebook,Conversions,0.015,2.18,1.91,0.059,378,0.84,5,6,0.63,40,157
943,Facebook,Traffic,0.014,1.31,0.64,0.094,233,0.89,13,5,0.65,46,137
944,TikTok,Conversions,0.039,2.67,2.9,0.056,59,0.93,14,2,0.88,5,96
945,TikTok,Awareness,0.039,2.64,2.6,0.075,406,0.75,14,9,0.34,33,177
946,TikTok,Traffic,0.031,1.46,1.43,0.069,273,0.64,10,2,0.29,20,129
947,Facebook,Awareness,0.03,0.7,2.82,0.035,244,0.51,3,3,0.8,33,109
948,Google,Awareness,0.02,1.19,1.34,0.096,442,0.54,18,6,0.73,25,202
949,Facebook,Conversions,0.036,2.92,0.8,0.086,394,0.7,4,1,0.66,7,161
950,Google,Awareness,0.044,0.75,0.66,0.086,193,0.58,1,8,0.95,7,88
951,Facebook,Conversions,0.032,2.44,0.86,0.036,461,0.64,17,1,0.77,47,214
952,Google,Awareness,0.048,0.89,1.37,0.09,186,0.69,9,0,0.76,28,114
953,TikTok,Conversions,0.028,2.34,0.99,0.031,193,0.51,5,4,0.23,29,86
954,TikTok,Awareness,0.025,2.58,1.36,0.086,321,0.54,2,4,0.68,9,127
955,Google,Conversions,0.024,2.52,2.71,0.098,470,0.61,10,0,0.77,5,199
956,Facebook,Traffic,0.022,1.48,1.04,0.052,293,0.52,11,8,0.53,33,133
957,Google,Awareness,0.035,1.45,2.72,0.055,333,0.94,19,2,0.46,26,182
958,Google,Conversions,0.035,0.8,0.78,0.111,312,0.72,13,9,0.73,47,153
959,Facebook,Conversions,0.012,0.8,1.78,0.103,431,0.87,0,6,0.42,20,157
960,TikTok,Awareness,0.023,2.94,1.62,0.084,305,0.68,13,4,0.95,14,159
961,Google,Traffic,0.048,0.76,1.73,0.035,406,0.79,14,5,0.62,11,187
962,Google,Awareness,0.018,1.56,1.11,0.046,168,0.71,10,9,0.34,38,94
963,Facebook,Conversions,0.038,2.9,2.1,0.091,327,0.62,17,6,0.44,12,162
964,Google,Conversions,0.036,0.92,1.42,0.024,417,0.58,16,4,0.59,36,190
965,TikTok,Traffic,0.047,2.16,2.49,0.076,243,0.75,16,6,0.77,11,144
966,Facebook,Traffic,0.04,1.54,1.37,0.089,437,0.91,18,2,0.83,42,218
967,Google,Traffic,0.03,0.92,2.34,0.091,183,0.79,14,4,0.67,6,123
968,Google,Conversions,0.026,0.99,0.55,0.05,473,0.94,3,7,0.37,33,178
969,TikTok,Conversions,0.021,2.97,1.03,0.042,203,0.89,11,0,0.36,24,122
970,Google,Conversions,0.046,2.1,1.78,0.024,188,0.77,7,1,0.22,28,100
971,TikTok,Traffic,0.039,1.92,2.79,0.047,164,0.58,19,2,0.46,7,121
972,Google,Awareness,0.031,1.61,0.65,0.065,423,0.59,13,6,0.69,21,184
973,Facebook,Conversions,0.019,0.59,1.29,0.02,396,0.81,18,4,0.89,8,201
974,TikTok,Awareness,0.019,2.4,1.47,0.101,200,0.94,6,7,0.92,23,114
975,Facebook,Traffic,0.035,0.77,2.23,0.117,129,0.93,12,0,0.3,30,102
976,TikTok,Conversions,0.037,2.73,1.34,0.074,467,0.81,11,6,0.28,5,191
977,Facebook,Awareness,0.021,0.86,2.57,0.036,89,0.55,3,8,0.59,13,54
978,Google,Conversions,0.045,2.7,2.35,0.119,492,0.53,8,4,0.66,32,192
979,Google,Traffic,0.035,2.99,0.93,0.067,108,0.56,16,9,0.51,22,90
980,Google,Traffic,0.033,0.71,1.85,0.119,68,0.65,12,6,0.6,45,75
981,Facebook,Conversions,0.036,2.02,0.84,0.085,330,0.67,16,3,0.44,29,164
982,Facebook,Traffic,0.044,0.86,2.72,0.088,68,0.75,17,8,0.65,15,90
983,Google,Conversions,0.042,0.95,1.44,0.046,475,0.6,16,7,0.91,23,211
984,Google,Awareness,0.037,2.92,2.71,0.077,106,0.84,4,7,0.53,21,70
985,Facebook,Awareness,0.048,0.72,2.25,0.061,53,0.62,14,3,0.78,6,82
986,Facebook,Conversions,0.023,1.5,2.33,0.024,390,0.8,18,7,0.83,17,195
987,Google,Awareness,0.042,1.84,1.93,0.095,184,0.59,1,9,0.63,27,78
988,Facebook,Conversions,0.014,1.96,2.27,0.064,280,0.56,14,6,0.82,41,146
989,Google,Traffic,0.04,2.38,1.68,0.033,219,0.72,16,9,0.58,29,129
990,Facebook,Conversions,0.038,0.78,0.68,0.045,123,0.94,0,4,0.71,45,75
991,Google,Awareness,0.036,2.35,2.37,0.049,61,0.55,16,9,0.43,45,74
992,Facebook,Traffic,0.042,1.83,2.63,0.111,77,0.74,12,2,0.78,32,88
993,Google,Conversions,0.049,2.0,2.54,0.059,412,0.59,16,4,0.82,14,193
994,TikTok,Traffic,0.031,1.35,2.07,0.032,116,0.72,16,6,0.52,38,100
995,Facebook,Conversions,0.03,1.38,2.34,0.033,489,0.51,6,1,0.93,21,194
996,Google,Conversions,0.031,2.78,1.28,0.1,383,0.76,3,9,0.96,6,155
997,Google,Awareness,0.029,2.42,1.17,0.104,283,0.92,2,2,0.36,33,122
998,TikTok,Awareness,0.033,2.03,1.98,0.118,383,0.93,15,5,0.83,8,191
999,TikTok,Conversions,0.019,0.55,1.36,0.086,392,0.93,8,6,0.71,22,173
1000,TikTok,Conversions,0.022,2.88,2.19,0.074,191,0.7,4,4,0.24,13,89
1001,Google,Traffic,0.02,0.85,1.23,0.04,182,0.51,3,7,0.88,5,88
1002,Google,Awareness,0.012,1.12,2.91,0.112,134,0.86,9,6,0.26,7,87
1003,Facebook,Awareness,0.049,1.5,0.97,0.035,226,0.64,2,9,0.74,22,97
1004,Facebook,Traffic,0.025,0.73,1.04,0.105,361,0.58,12,1,0.3,6,160
1005,Google,Conversions,0.05,1.89,0.76,0.049,206,0.52,10,0,0.44,33,111
1006,TikTok,Awareness,0.035,1.24,1.33,0.033,52,0.6,15,4,0.92,5,85
1007,Facebook,Conversions,0.031,0.56,2.19,0.024,261,0.57,15,9,0.38,24,131
1008,Facebook,Awareness,0.023,1.87,1.71,0.076,206,0.88,8,4,0.91,17,122
1009,TikTok,Awareness,0.019,2.86,2.72,0.084,402,0.51,6,0,0.49,6,160
1010,Google,Awareness,0.048,2.72,2.02,0.112,287,0.81,19,9,0.75,41,163
1011,Facebook,Traffic,0.029,2.95,0.52,0.059,193,0.63,3,7,0.58,25,88
1012,TikTok,Traffic,0.019,1.36,1.99,0.04,322,0.64,15,1,0.25,15,157
1013,Google,Awareness,0.036,1.58,2.92,0.065,408,0.68,8,3,0.23,44,164
1014,TikTok,Awareness,0.033,2.78,1.06,0.032,401,0.84,15,5,0.21,44,182
1015,Facebook,Traffic,0.024,0.78,1.73,0.054,283,0.78,11,2,0.5,7,143
1016,TikTok,Conversions,0.04,0.75,0.98,0.03,391,0.51,17,1,0.35,16,181
1017,TikTok,Traffic,0.017,1.65,1.89,0.062,278,0.69,19,0,0.92,32,170
1018,TikTok,Awareness,0.033,2.93,1.04,0.044,407,0.63,19,9,0.83,17,196
1019,Google,Conversions,0.015,2.4,2.6,0.039,75,0.87,5,7,0.55,45,65
1020,TikTok,Awareness,0.019,0.93,1.93,0.042,79,0.65,5,0,0.26,47,60
1021,Google,Awareness,0.017,0.7,2.84,0.063,374,0.56,16,4,0.79,45,180
1022,Google,Traffic,0.043,2.46,1.49,0.046,64,0.9,19,7,0.58,16,98
1023,Facebook,Awareness,0.046,0.87,2.78,0.089,321,0.61,3,7,0.33,32,121
1024,Google,Traffic,0.029,1.96,2.76,0.06,154,0.89,9,8,0.71,37,101
1025,Google,Awareness,0.048,2.31,1.0,0.043,105,0.7,13,7,0.56,39,89
1026,TikTok,Traffic,0.037,1.1,2.07,0.033,154,0.77,16,1,0.34,7,115
1027,TikTok,Awareness,0.031,1.43,1.11,0.108,290,0.54,13,3,0.74,8,147
1028,Facebook,Conversions,0.028,2.55,1.12,0.072,413,0.78,18,6,0.93,6,204
1029,TikTok,Awareness,0.037,2.79,2.3,0.046,135,0.62,12,2,0.28,21,92
1030,Facebook,Conversions,0.035,1.18,0.5,0.02,108,0.58,1,9,0.76,35,58
1031,TikTok,Awareness,0.011,0.91,0.71,0.068,434,0.75,5,8,0.93,9,175
1032,Facebook,Traffic,0.028,2.81,1.34,0.094,147,0.55,17,0,0.58,49,114
1033,Facebook,Awareness,0.031,0.84,2.43,0.044,273,0.52,11,8,0.42,35,125
1034,TikTok,Awareness,0.03,1.53,0.68,0.041,246,0.78,16,9,0.63,11,140
1035,Google,Awareness,0.043,1.13,1.9,0.081,188,0.85,7,6,0.5,11,103
1036,TikTok,Traffic,0.041,0.77,1.88,0.038,434,0.82,19,7,0.47,35,204
1037,Google,Traffic,0.014,1.92,1.3,0.083,153,0.6,8,3,0.59,40,92
1038,TikTok,Conversions,0.017,2.75,2.59,0.095,289,0.59,14,0,0.46,11,148
1039,Facebook,Conversions,0.015,2.98,2.02,0.099,57,0.9,2,2,0.57,30,58
1040,Facebook,Conversions,0.025,0.91,2.05,0.067,118,0.71,17,1,0.69,40,111
1041,Facebook,Awareness,0.015,2.14,2.03,0.091,418,0.76,17,7,0.48,14,193
1042,Google,Awareness,0.033,2.65,1.77,0.04,158,0.76,0,7,0.51,48,73
1043,Facebook,Conversions,0.036,1.69,1.49,0.042,81,0.53,6,8,0.89,28,65
1044,Google,Awareness,0.024,1.71,1.28,0.066,168,0.68,19,3,0.93,6,133
1045,TikTok,Traffic,0.028,1.47,2.25,0.105,372,0.6,7,6,0.35,49,148
1046,Facebook,Awareness,0.012,0.8,2.7,0.081,316,0.64,13,8,0.47,18,147
1047,Facebook,Traffic,0.018,0.61,0.52,0.107,210,0.54,10,4,0.29,33,106
1048,TikTok,Conversions,0.013,2.46,2.2,0.04,135,0.8,17,1,0.43,40,114
1049,TikTok,Awareness,0.014,2.9,0.8,0.111,325,0.76,3,5,0.82,29,139
1050,Google,Conversions,0.014,2.53,0.91,0.093,77,0.63,12,7,0.86,30,82
1051,Facebook,Conversions,0.046,1.13,2.38,0.094,356,0.73,18,8,0.56,38,176
1052,Facebook,Conversions,0.023,0.84,1.67,0.079,435,0.83,3,4,0.66,42,172
1053,Google,Conversions,0.024,1.43,0.8,0.09,356,0.72,17,8,0.75,39,177
1054,TikTok,Traffic,0.033,1.02,2.01,0.034,183,0.69,10,1,0.25,14,104
1055,TikTok,Awareness,0.032,0.58,2.94,0.083,315,0.73,11,4,0.32,30,146
1056,TikTok,Awareness,0.038,0.51,2.38,0.024,423,0.88,9,7,0.65,42,181
1057,TikTok,Conversions,0.049,2.99,2.1,0.041,131,0.67,16,6,0.52,48,103
1058,TikTok,Awareness,0.048,2.23,1.89,0.025,460,0.92,12,7,0.57,27,200
1059,TikTok,Conversions,0.045,1.53,0.65,0.104,74,0.65,6,7,0.63,39,62
1060,Google,Traffic,0.039,2.39,1.12,0.081,200,0.94,15,6,0.52,40,130
1061,Google,Awareness,0.011,2.27,2.65,0.087,109,0.62,14,1,0.48,24,94
1062,Google,Conversions,0.022,0.77,1.93,0.092,469,0.67,3,9,0.89,13,177
1063,Facebook,Conversions,0.028,2.15,2.67,0.068,160,0.52,15,2,0.67,45,112
1064,Facebook,Conversions,0.025,2.01,0.73,0.076,242,0.74,19,8,0.77,8,149
1065,TikTok,Conversions,0.043,1.88,1.27,0.062,416,0.6,7,0,0.76,11,175
1066,Google,Conversions,0.022,2.26,0.76,0.052,489,0.85,14,1,0.91,13,224
1067,TikTok,Traffic,0.041,0.84,0.83,0.094,316,0.54,9,5,0.46,21,137
1068,TikTok,Traffic,0.024,0.56,2.75,0.06,327,0.56,13,7,0.28,15,145
1069,Google,Awareness,0.025,0.84,1.22,0.072,208,0.68,11,7,0.75,41,118
1070,Google,Awareness,0.044,1.26,1.51,0.052,185,0.52,5,9,0.87,44,92
1071,Facebook,Awareness,0.045,1.69,2.77,0.091,92,0.7,5,8,0.46,43,62
1072,TikTok,Conversions,0.034,2.1,2.05,0.09,248,0.83,6,2,0.83,18,128
1073,TikTok,Traffic,0.033,2.15,2.51,0.068,467,0.73,17,9,0.5,16,205
1074,Facebook,Traffic,0.044,2.01,1.65,0.097,222,0.83,2,6,0.65,37,103
1075,Facebook,Traffic,0.022,0.62,1.11,0.048,116,0.57,14,8,0.59,31,90
1076,Google,Conversions,0.03,0.74,2.22,0.036,91,0.72,2,0,0.51,38,64
1077,TikTok,Awareness,0.012,2.36,0.58,0.118,161,0.86,12,8,0.62,41,108
1078,Facebook,Awareness,0.014,2.78,2.68,0.101,402,0.66,16,8,0.34,23,179
1079,Google,Traffic,0.03,2.82,0.91,0.114,396,0.63,4,3,0.24,28,149
1080,Google,Conversions,0.039,1.68,2.76,0.024,481,0.68,13,7,0.46,46,199
1081,Facebook,Traffic,0.039,0.77,2.99,0.05,274,0.72,18,8,0.82,39,157
1082,Facebook,Traffic,0.033,0.68,1.94,0.059,134,0.69,19,2,0.55,30,117
1083,Facebook,Traffic,0.029,0.5,1.76,0.045,371,0.77,7,1,0.4,5,158
1084,Facebook,Traffic,0.012,1.59,0.96,0.028,65,0.55,18,2,0.64,29,91
1085,Google,Conversions,0.035,2.48,2.37,0.119,449,0.79,1,5,0.93,36,174
1086,TikTok,Conversions,0.035,1.64,2.75,0.086,470,0.54,0,6,0.67,21,164
1087,Google,Traffic,0.039,1.22,2.42,0.087,265,0.68,15,3,0.84,16,151
1088,Facebook,Awareness,0.018,0.88,1.04,0.116,391,0.81,2,8,0.94,11,157
1089,Facebook,Traffic,0.021,1.08,0.62,0.093,102,0.9,7,9,0.82,29,82
1090,Google,Conversions,0.031,2.86,0.55,0.024,118,0.65,17,0,0.24,31,102
1091,Facebook,Awareness,0.027,1.97,2.37,0.106,174,0.51,3,6,0.38,22,76
1092,Google,Awareness,0.026,0.56,2.85,0.062,262,0.5,8,9,0.67,41,118
1093,Google,Traffic,0.045,0.86,2.03,0.038,79,0.72,1,4,0.8,10,59
1094,TikTok,Traffic,0.03,0.93,2.33,0.055,326,0.55,2,5,0.64,13,127
1095,Facebook,Traffic,0.032,0.72,0.76,0.1,256,0.68,0,9,0.71,14,102
1096,Google,Conversions,0.028,1.79,0.89,0.044,58,0.68,6,5,0.67,7,61
1097,Facebook,Traffic,0.019,1.64,1.73,0.086,168,0.54,15,1,0.8,19,119
1098,Google,Traffic,0.049,0.8,2.13,0.11,443,0.88,15,9,0.67,34,201
1099,Facebook,Awareness,0.033,1.75,1.61,0.118,420,0.9,2,0,0.42,6,166
1100,Facebook,Traffic,0.032,0.82,0.66,0.106,410,0.86,19,0,0.3,44,202
1101,Google,Traffic,0.016,1.87,1.56,0.08,389,0.83,10,4,0.6,7,174
1102,TikTok,Awareness,0.049,1.05,1.54,0.085,470,0.9,18,3,0.85,40,227
1103,TikTok,Conversions,0.045,2.1,1.93,0.074,68,0.61,0,4,0.53,23,45
1104,Facebook,Conversions,0.042,2.26,2.39,0.034,496,0.68,11,7,0.61,41,201
1105,Google,Traffic,0.024,2.85,1.35,0.057,302,0.64,4,8,0.55,14,122
1106,Google,Traffic,0.012,1.31,1.69,0.096,395,0.75,14,9,0.56,5,178
1107,Google,Traffic,0.046,1.17,2.23,0.025,475,0.69,8,9,0.96,32,193
1108,TikTok,Conversions,0.041,0.95,1.2,0.095,52,0.72,5,8,0.41,22,49
1109,TikTok,Conversions,0.016,2.29,2.97,0.057,219,0.75,4,9,0.79,36,105
1110,Google,Traffic,0.033,2.27,2.25,0.027,389,0.81,14,5,0.74,23,185
1111,Google,Conversions,0.036,2.89,0.58,0.046,259,0.75,13,1,0.23,23,136
1112,Facebook,Traffic,0.047,2.73,2.4,0.051,186,0.84,18,3,0.8,25,139
1113,Facebook,Awareness,0.018,2.79,2.61,0.047,83,0.92,18,5,0.69,28,106
1114,Facebook,Conversions,0.045,0.63,0.89,0.04,272,0.65,3,6,0.75,44,117
1115,Google,Traffic,0.018,1.4,2.02,0.028,269,0.57,16,7,0.91,44,149
1116,Google,Traffic,0.014,1.47,0.71,0.104,184,0.89,18,4,0.24,42,127
1117,Facebook,Traffic,0.028,2.28,0.88,0.113,220,0.52,8,4,0.68,31,111
1118,TikTok,Awareness,0.039,1.66,0.69,0.109,174,0.78,5,0,0.64,42,100
1119,Google,Conversions,0.049,2.09,2.68,0.112,89,0.9,9,3,0.88,34,90
1120,Google,Awareness,0.017,2.5,0.63,0.106,113,0.89,7,0,0.71,6,92
1121,TikTok,Awareness,0.01,2.69,2.62,0.06,333,0.91,10,8,0.76,32,159
1122,Google,Conversions,0.04,1.62,2.27,0.054,182,0.86,10,4,0.21,9,105
1123,Google,Traffic,0.029,1.23,1.41,0.072,395,0.86,14,0,0.79,5,195
1124,Facebook,Conversions,0.046,2.04,0.59,0.044,460,0.93,15,6,0.31,35,203
1125,Facebook,Awareness,0.022,0.79,0.78,0.082,59,0.62,4,0,0.77,49,61
1126,Google,Awareness,0.016,1.38,2.96,0.086,473,0.73,15,4,0.21,23,201
1127,Facebook,Conversions,0.02,2.74,1.54,0.055,341,0.94,7,0,0.92,13,166
1128,TikTok,Awareness,0.039,1.25,2.8,0.118,410,0.66,14,1,0.82,27,193
1129,TikTok,Conversions,0.037,2.77,1.29,0.03,353,0.69,11,6,0.48,38,157
1130,Google,Traffic,0.017,2.27,1.99,0.075,93,0.53,16,1,0.38,11,90
1131,Facebook,Traffic,0.036,2.8,2.09,0.092,164,0.95,10,8,0.57,36,106
1132,Google,Traffic,0.031,2.78,1.04,0.07,216,0.92,17,6,0.82,28,145
1133,TikTok,Traffic,0.028,1.18,2.96,0.036,266,0.83,4,8,0.8,21,122
1134,TikTok,Traffic,0.039,1.21,2.95,0.071,358,0.61,17,9,0.59,22,171
1135,Google,Conversions,0.031,1.33,0.73,0.112,405,0.93,16,8,0.48,46,191
1136,Facebook,Conversions,0.023,2.14,0.86,0.105,239,0.52,17,5,0.89,44,142
1137,Facebook,Awareness,0.037,2.56,2.81,0.043,384,0.83,17,8,0.77,6,190
1138,Google,Traffic,0.049,2.91,0.94,0.04,270,0.61,11,3,0.32,29,130
1139,TikTok,Awareness,0.048,0.91,1.61,0.032,174,0.87,16,5,0.96,49,132
1140,TikTok,Awareness,0.031,2.62,1.38,0.086,447,0.82,5,9,0.94,20,181
1141,Facebook,Awareness,0.02,1.11,1.5,0.077,161,0.58,7,6,0.36,42,84
1142,Google,Conversions,0.042,2.4,2.4,0.041,109,0.8,19,0,0.88,26,121
1143,TikTok,Conversions,0.05,1.32,1.39,0.108,434,0.55,9,8,0.44,23,170
1144,TikTok,Traffic,0.02,2.19,2.19,0.033,240,0.91,12,5,0.68,47,137
1145,Facebook,Traffic,0.017,1.55,2.43,0.108,479,0.87,9,1,0.2,32,195
1146,Google,Conversions,0.048,1.81,2.03,0.115,96,0.91,19,2,0.37,34,109
1147,Facebook,Traffic,0.037,1.23,2.42,0.111,330,0.58,16,8,0.85,41,165
1148,Google,Traffic,0.038,1.83,2.24,0.06,260,0.76,0,2,0.5,24,108
1149,TikTok,Conversions,0.012,2.86,1.78,0.039,444,0.91,13,9,0.68,45,197
1150,Facebook,Conversions,0.046,1.69,0.86,0.087,390,0.92,8,1,0.5,5,173
1151,Facebook,Conversions,0.044,0.7,0.69,0.11,142,0.58,15,5,0.25,17,97
1152,Google,Awareness,0.043,1.65,1.37,0.023,450,0.77,12,0,0.61,8,200
1153,Facebook,Awareness,0.047,0.84,0.74,0.105,168,0.58,10,0,0.72,48,107
1154,TikTok,Conversions,0.031,2.16,1.87,0.113,84,0.63,4,4,0.48,13,59
1155,Google,Traffic,0.029,2.48,2.23,0.118,492,0.5,10,0,0.37,27,195
1156,TikTok,Awareness,0.012,2.53,1.35,0.029,128,0.72,18,3,0.23,23,106
1157,Google,Traffic,0.034,1.6,2.24,0.04,206,0.63,3,4,0.71,35,98
1158,Facebook,Awareness,0.029,2.42,1.61,0.036,205,0.54,3,7,0.8,12,94
1159,TikTok,Awareness,0.022,1.43,2.36,0.081,437,0.8,13,2,0.33,36,192
1160,Google,Traffic,0.035,2.87,2.75,0.062,240,0.52,10,6,0.73,17,121
1161,Facebook,Awareness,0.044,2.37,1.2,0.084,95,0.77,19,5,0.29,49,99
1162,TikTok,Conversions,0.025,2.49,1.16,0.114,72,0.66,8,9,0.26,25,57
1163,TikTok,Traffic,0.013,2.07,0.63,0.057,369,0.93,6,2,0.74,15,166
1164,Facebook,Conversions,0.036,1.57,0.83,0.034,260,0.59,7,5,0.54,47,119
1165,Facebook,Conversions,0.018,2.37,2.62,0.089,68,0.69,3,4,0.5,29,54
1166,Facebook,Awareness,0.029,0.62,2.46,0.041,61,0.56,9,1,0.36,46,63
1167,TikTok,Awareness,0.046,2.69,2.78,0.07,55,0.86,2,4,0.91,31,61
1168,TikTok,Conversions,0.029,1.9,2.79,0.047,340,0.93,14,1,0.25,39,168
1169,Google,Traffic,0.033,1.74,1.85,0.114,67,0.69,11,9,0.88,36,76
1170,TikTok,Awareness,0.023,2.12,1.49,0.081,155,0.68,10,5,0.7,45,100
1171,Facebook,Conversions,0.048,2.97,1.46,0.069,311,0.69,2,5,0.48,17,123
1172,Google,Awareness,0.017,1.3,2.5,0.046,51,0.58,7,8,0.64,43,55
1173,Google,Conversions,0.049,1.58,1.08,0.055,288,0.58,19,0,0.66,35,164
1174,Google,Awareness,0.038,1.73,0.98,0.093,181,0.73,7,2,0.87,31,109
1175,Google,Awareness,0.015,1.5,2.89,0.028,499,0.87,7,3,0.82,14,206
1176,Google,Awareness,0.021,1.09,2.59,0.06,79,0.73,17,4,0.3,10,90
1177,Google,Conversions,0.022,0.63,1.51,0.032,271,0.7,17,4,0.22,11,145
1178,Facebook,Traffic,0.049,0.86,0.68,0.051,449,0.59,10,8,0.38,6,176
1179,TikTok,Awareness,0.039,1.14,0.67,0.041,388,0.53,14,2,0.43,10,173
1180,Google,Awareness,0.034,2.03,2.92,0.063,230,0.83,1,8,0.31,36,94
1181,TikTok,Awareness,0.047,0.94,1.48,0.051,471,0.65,0,7,0.23,20,158
1182,Google,Traffic,0.042,1.34,0.8,0.048,163,0.79,5,1,0.9,35,102
1183,Facebook,Conversions,0.05,1.73,1.82,0.094,460,0.58,10,6,0.95,43,193
1184,Facebook,Awareness,0.022,0.54,1.53,0.119,295,0.72,17,6,0.85,33,163
1185,Google,Awareness,0.023,2.09,2.62,0.094,417,0.95,15,1,0.69,23,203
1186,TikTok,Traffic,0.01,1.3,1.73,0.104,388,0.86,12,9,0.7,41,177
1187,Google,Awareness,0.023,2.88,1.25,0.039,409,0.58,17,2,0.4,10,188
1188,Google,Traffic,0.022,0.8,1.37,0.073,105,0.55,1,7,0.32,35,49
1189,Google,Awareness,0.019,2.57,1.53,0.052,429,0.59,5,5,0.38,14,161
1190,Facebook,Conversions,0.046,0.53,2.78,0.058,90,0.68,17,1,0.9,41,106
1191,Google,Traffic,0.012,2.18,0.66,0.037,376,0.89,5,3,0.39,22,156
1192,TikTok,Traffic,0.049,2.7,1.75,0.076,201,0.67,4,2,0.79,42,104
1193,TikTok,Traffic,0.018,0.79,1.8,0.039,248,0.59,16,8,0.52,30,134
1194,TikTok,Awareness,0.027,0.56,2.77,0.111,472,0.9,17,1,0.44,11,218
1195,Google,Awareness,0.016,1.34,1.74,0.11,298,0.71,2,5,0.87,15,128
1196,TikTok,Traffic,0.033,2.9,2.47,0.05,377,0.62,10,2,0.43,36,163
1197,Google,Conversions,0.04,1.5,1.96,0.046,115,0.88,13,1,0.62,8,104
1198,TikTok,Awareness,0.043,0.53,1.62,0.117,117,0.65,13,7,0.3,16,86
1199,TikTok,Awareness,0.05,0.7,1.0,0.106,277,0.51,16,0,0.25,44,143
1200,TikTok,Awareness,0.017,2.2,0.94,0.038,171,0.78,19,7,0.43,26,123
1201,Google,Awareness,0.015,2.94,1.06,0.094,61,0.93,4,5,0.82,11,67
1202,Facebook,Conversions,0.026,1.48,2.08,0.12,267,0.81,15,1,0.45,47,149
1203,Facebook,Traffic,0.026,0.99,2.21,0.063,54,0.75,2,9,0.39,13,42
1204,Facebook,Traffic,0.048,1.07,2.92,0.031,388,0.58,7,0,0.29,45,157
1205,Facebook,Awareness,0.048,1.32,2.78,0.035,477,0.86,11,5,0.56,45,202
1206,Google,Awareness,0.029,2.25,1.62,0.054,409,0.55,13,3,0.9,5,186
1207,TikTok,Awareness,0.027,1.04,2.79,0.085,290,0.59,2,8,0.34,22,108
1208,Facebook,Conversions,0.021,1.39,2.08,0.094,136,0.83,9,9,0.22,15,83
1209,TikTok,Conversions,0.025,2.21,2.19,0.076,471,0.75,7,1,0.31,25,186
1210,Facebook,Awareness,0.044,0.79,2.29,0.09,231,0.56,0,3,0.88,49,100
1211,TikTok,Awareness,0.043,1.94,0.7,0.064,251,0.93,8,1,0.72,7,136
1212,Facebook,Conversions,0.047,2.85,2.96,0.118,113,0.87,7,4,0.72,13,87
1213,Google,Traffic,0.014,1.4,1.23,0.08,380,0.74,12,9,0.3,38,163
1214,Google,Awareness,0.047,2.87,1.35,0.03,486,0.57,19,1,0.2,19,213
1215,Facebook,Awareness,0.014,2.42,2.14,0.115,416,0.55,5,2,0.55,49,162
1216,Facebook,Traffic,0.041,1.6,1.01,0.103,154,0.89,19,7,0.96,29,132
1217,TikTok,Conversions,0.024,1.54,2.41,0.032,400,0.56,14,4,0.95,23,186
